Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Ellis, Josephine",57216988794,2,"Earth and Planetary Sciences
Social Sciences
",,
"Ellis, Jason Gordon",15623280700,114,"Medicine
Neuroscience
Psychology
Nursing
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Social Sciences
Environmental Science
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Health Professions
Dentistry
Computer Science
Engineering
Materials Science
Physics and Astronomy
Chemistry
Arts and Humanities
Immunology and Microbiology
Chemical Engineering
",0000-0002-8496-520X,
"Ellis, Jason G.",57871974300,4,"Medicine
Neuroscience
Engineering
Social Sciences
Health Professions
Psychology
",,
"Ellis, Catherine",56366578500,10,"Medicine
Nursing
Psychology
",0000-0001-6739-8314,
"Elliott, Ian",57196501727,2,"Engineering
",,
"Elliott, Ian Charles",36456910500,15,"Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Environmental Science
Nursing
Medicine
",0000-0003-4622-298X,
"Elliott, Clare Frances",35766271400,10,"Social Sciences
Arts and Humanities
",,
"Elliott, Cheryl",57226091040,1,"Nursing
",,
"Elliot, Ian",57200244754,4,"Computer Science
Energy
Physics and Astronomy
Environmental Science
Engineering
Social Sciences
Mathematics
Decision Sciences
",,
"Elliot, Helen",6701427394,3,"Psychology
",,
"Elisa, Noe",57203552150,13,"Computer Science
Engineering
Mathematics
Materials Science
Business, Management and Accounting
Decision Sciences
",,
"El-Ghotmy, M. A.",6504648249,1,"Engineering
Energy
",,
"Elfakhri, Farah",57817863600,1,"Materials Science
Chemical Engineering
",,
"Elevique, Paul",57223907230,1,"Social Sciences
Computer Science
Engineering
Environmental Science
",,
"Eldergill, Anselm",6508025580,5,"Medicine
Social Sciences
Nursing
",,
"Elder, Greg J.",56478429100,26,"Medicine
Neuroscience
Psychology
Biochemistry, Genetics and Molecular Biology
Nursing
",,
"Elcock, Howard James",6601987313,83,"Social Sciences
Business, Management and Accounting
Environmental Science
Economics, Econometrics and Finance
Mathematics
Physics and Astronomy
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
",,
"Elcoate, Rian",57814047300,1,"Medicine
Pharmacology, Toxicology and Pharmaceutics
",,
"Elbendak, Mosa Emhamed",37080454400,7,"Computer Science
Engineering
Decision Sciences
",,
"El Sahn, Ziad",57497575400,1,"Business, Management and Accounting
Decision Sciences
",,
"El Maalouf, Nicole",58002980500,1,"Engineering
Business, Management and Accounting
",,
"El Hajjar, Samah",57226643300,2,"Business, Management and Accounting
Economics, Econometrics and Finance
",,
"El Gamal, Sarah",56021559500,2,"Business, Management and Accounting
Computer Science
Social Sciences
Decision Sciences
",,
"El Bekai, Ali",36633983300,2,"Computer Science
Business, Management and Accounting
",,
"El, Gennady A.",8363478400,93,"Physics and Astronomy
Mathematics
Engineering
Chemical Engineering
Materials Science
Medicine
Chemistry
Decision Sciences
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
Computer Science
",0000-0003-1962-5388,
"Ekumankama, Chinedu C.",57164053200,3,"Environmental Science
Agricultural and Biological Sciences
Energy
Social Sciences
",,
"Ekoh, Solomon",57192429894,1,"Energy
",,
"Eke, Alarna",57847936600,1,"Nursing
Social Sciences
",,
"Einhaus, Ann Marie",32067578500,16,"Arts and Humanities
Social Sciences
",,
"Eid, Charlotte M.",57439854000,1,"Multidisciplinary
",,
"Eichie, Raphael",57435308400,1,"Computer Science
Social Sciences
",,
"Eiamratchanee, Pinthusorn",57234958400,2,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Ehrenzweig, P. D.",36510231200,2,"Mathematics
Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
",,
"Eghan, Caleb",57223908339,2,"Social Sciences
Computer Science
Engineering
Environmental Science
",,
"Egdell, Valerie",35076977200,29,"Social Sciences
Medicine
Business, Management and Accounting
Nursing
Arts and Humanities
Economics, Econometrics and Finance
Psychology
Environmental Science
",,
"Egan, Kate",57218799525,1,"Arts and Humanities
Social Sciences
",,
"Edwards, Sheridan",58300532500,1,"Medicine
",,
"Edwards, Rachel",50860947700,3,"Social Sciences
Arts and Humanities
",,
"Edwards, Rachel",57469466600,1,"Arts and Humanities
Social Sciences
Computer Science
Neuroscience
Psychology
",,
"Edmundson, Ruth",57192111811,1,"Computer Science
Mathematics
",,
"Edmonsond, Vikki",57539840000,1,"Engineering
Materials Science
",,
"Edmondson, Vikki",56819079300,16,"Engineering
Materials Science
Physics and Astronomy
Business, Management and Accounting
Energy
Social Sciences
Multidisciplinary
Environmental Science
",0000-0001-9982-0751,
"Editors, Guest",24310346200,19,"Computer Science
Engineering
Physics and Astronomy
Business, Management and Accounting
Mathematics
Medicine
Psychology
Materials Science
Chemistry
Arts and Humanities
Earth and Planetary Sciences
Environmental Science
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
Social Sciences
",,
"Edirisingha, Prabash Aminda",56433484200,7,"Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Psychology
",,
"Edgeworth, Ross",14821776200,7,"Social Sciences
Economics, Econometrics and Finance
Environmental Science
Business, Management and Accounting
Earth and Planetary Sciences
Medicine
Psychology
",,
"Edge, Jerry S.",7006204368,7,"Engineering
Environmental Science
Energy
Chemical Engineering
Mathematics
Computer Science
",,
"Eddens, Lee",57194683052,4,"Medicine
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Nursing
Health Professions
",,
"Eastland, Peta Jane",22956761000,2,"Medicine
",,
"Easterbrook, R. P.",6504139653,1,"Environmental Science
Earth and Planetary Sciences
",,
"East, Holly Kate",55517048000,16,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Engineering
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Social Sciences
Medicine
",,
"Easom-McCaldin, Philip",57221324215,3,"Computer Science
Engineering
Materials Science
",,
"Easom, Philip",57211158251,3,"Computer Science
Engineering
",,
"Eaglen, Tristan",57481991200,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Dylan, Thomas H.",57202683570,10,"Computer Science
Social Sciences
",,
"Dykes, Thomas H.",55165430400,3,"Computer Science
Engineering
Social Sciences
",,
"Dyer-Smith, Martyn B.A.",56756554500,2,"Engineering
Earth and Planetary Sciences
Health Professions
Social Sciences
",,
"Dyer, Dr Wendy",56039588800,17,"Social Sciences
Medicine
Nursing
Arts and Humanities
Psychology
",0000-0002-8861-5549,
"Dyca, Besmira",57218877584,1,"Environmental Science
Social Sciences
",,
"Dyas, Natalie",57222757680,1,"Health Professions
Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Dutta, P. K.",57196699846,2,"Physics and Astronomy
Materials Science
",,
"Dutson, Rebecca",57731169400,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Dutch, Victoria R.",57937916700,1,"Environmental Science
Earth and Planetary Sciences
",,
"Durve, Rohan",57200414414,1,"Computer Science
Engineering
",,
"Durrant Retired, Marcus C.",57204545542,1,"Chemistry
",,
"Durrant, Marcus C.",7004577399,70,"Chemistry
Biochemistry, Genetics and Molecular Biology
Materials Science
Physics and Astronomy
Computer Science
Agricultural and Biological Sciences
Immunology and Microbiology
Multidisciplinary
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Medicine
Social Sciences
",,
"Durrand, James William",55702004500,18,"Medicine
Nursing
Multidisciplinary
",,
"Durkin, Rachael",57191051458,4,"Arts and Humanities
Social Sciences
",,
"Durbaba, R.",6603973816,43,"Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
Nursing
Agricultural and Biological Sciences
Pharmacology, Toxicology and Pharmaceutics
",0000-0003-4940-3081,
"Dunsford, H.",25027371100,1,"Environmental Science
Earth and Planetary Sciences
",,
"Dunning, Mary",57057251600,1,"Nursing
",,
"Dunne, Stephen",57189445982,8,"Medicine
Neuroscience
Psychology
Biochemistry, Genetics and Molecular Biology
Health Professions
Pharmacology, Toxicology and Pharmaceutics
",,
"Dunn, Sarah",57104466400,1,"Medicine
Nursing
",,
"Dunn, Dr Rachel",57216620363,1,"Social Sciences
",,
"Dunn, David",7402463842,1,"Biochemistry, Genetics and Molecular Biology
",,
"Dunn, Cheryl",57211253216,2,"Nursing
",,
"Dunlop, Lesley",57201988213,3,"Earth and Planetary Sciences
Engineering
Environmental Science
",,
"Dunhill, Andy",57381796600,3,"Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Duncan, Trevor",57188852090,4,"Computer Science
Social Sciences
Nursing
Engineering
Psychology
",,
"Dumville, J.",24301574100,1,"Biochemistry, Genetics and Molecular Biology
",,
"Duke, S.",7102608848,3,"Physics and Astronomy
",,
"Duignan, Liberty A.M.",57209329400,1,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Agricultural and Biological Sciences
Mathematics
Computer Science
",,
"Duheric, Melissa",57820855100,1,"Computer Science
",,
"Duggan, Patrick",37053605200,18,"Arts and Humanities
Social Sciences
",,
"Dugdale, D. S.",57225805485,2,"Engineering
",,
"Duffy, Sarah E.",56080908300,11,"Social Sciences
Psychology
Arts and Humanities
Computer Science
Neuroscience
",0000-0003-0345-0288,
"Duffy, Laura",57191171882,8,"Biochemistry, Genetics and Molecular Biology
Medicine
Chemistry
Immunology and Microbiology
Chemical Engineering
Computer Science
",,
"Duffy, Kieren",57221751164,1,"Engineering
",,
"Duffy, Jenny",55961254300,1,"Arts and Humanities
Social Sciences
",,
"Duckenfield, Timothy J.",57193189179,11,"Earth and Planetary Sciences
Physics and Astronomy
",,
"Dubrova, Maria",57907129100,1,"Social Sciences
Arts and Humanities
",,
"Dubertrand, Rémy",20734195200,26,"Physics and Astronomy
Mathematics
Computer Science
Materials Science
",0000-0002-7144-4018,
"Dryden, Peter",57219921983,1,"Nursing
",,
"Drury, Dawn",57211397409,1,"Social Sciences
Nursing
",0000-0002-9850-2556,
"Driver, Helen",58171812600,1,"Social Sciences
Health Professions
",,
"Drewery, L.",6504249684,1,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
",,
"Drew, Paula",37065889200,1,"Engineering
",,
"Dresser, Paul",57208132869,6,"Social Sciences
Medicine
Psychology
",,
"Dreegia, Waleed",57220582885,1,"Psychology
",,
"Drape, Katherine",57214867226,3,"Nursing
",,
"Dracup, Lynn",8384436500,1,"",,
"Dracup, Christopher",6506924026,2,"Computer Science
Psychology
",,
"Dowson, Christopher",57202635336,2,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Dowson, A. L.",57212905223,2,"Engineering
",,
"Downs, Robert A.",57210387968,2,"Engineering
Chemistry
Chemical Engineering
",,
"Downs, Craig",57217479121,3,"Medicine
Computer Science
Engineering
Materials Science
Health Professions
",,
"Downie, Mary Lou",8596333700,4,"Engineering
Arts and Humanities
Social Sciences
",,
"Downie, Mary Lou",57518107100,3,"Business, Management and Accounting
Environmental Science
",,
"Down, Lisa",57815061100,1,"Social Sciences
",,
"Down, E.",16941384800,1,"Physics and Astronomy
Engineering
Health Professions
Medicine
",,
"Dow, Andy",57193576195,9,"Computer Science
",,
"Dover, Lynn George",6602501122,62,"Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Medicine
Materials Science
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Physics and Astronomy
Environmental Science
Engineering
Veterinary
Chemical Engineering
Multidisciplinary
Agricultural and Biological Sciences
",0000-0002-4776-2665,
"Dove, Peter",57068322400,1,"Business, Management and Accounting
Social Sciences
",,
"Douthwaite, Jane",57219331084,1,"Nursing
",,
"Doukari, Omar",24490961200,25,"Engineering
Computer Science
Social Sciences
Earth and Planetary Sciences
Mathematics
Environmental Science
Energy
",,
"Douglas, Terry D.",7101929041,13,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
Social Sciences
",,
"Douglas, S.",57191540416,1,"Nursing
",,
"Douglas, Margaret",57213634056,3,"Nursing
Social Sciences
",,
"Douglas, Jane",57209780250,1,"Medicine
",,
"Douglas, Dean",57225977802,1,"Engineering
",,
"Douglas, Allan S.",55220756500,1,"Engineering
",,
"Doswell, Stephen",55948067300,3,"Computer Science
Engineering
",,
"Dosdale, Claire",57219922087,1,"Nursing
",,
"Dos Santos Reis, Vítor M.",57191045385,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Dorsett, Chris",56445836000,6,"Arts and Humanities
Business, Management and Accounting
Computer Science
Social Sciences
",,
"Dorset, Rebecca",56115867500,1,"Health Professions
Medicine
Social Sciences
",,
"Dordoy, A.",35122520900,1,"Social Sciences
Environmental Science
",,
"Doraisingam, A. R.",6504186341,1,"Engineering
",,
"Donnelly, John",56573417100,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Dong, Zihao",58021033700,1,"Engineering
Energy
Social Sciences
Computer Science
",,
"Donaldson, Paul",36860814800,1,"Chemistry
",,
"Donaghy, Michael J.",35830587200,2,"Chemistry
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Don, Eric R.",6603100610,9,"Engineering
Physics and Astronomy
",,
"Dominy, Robert G.",6701809297,95,"Engineering
Environmental Science
Energy
Mathematics
Agricultural and Biological Sciences
Physics and Astronomy
Computer Science
Business, Management and Accounting
Materials Science
Chemical Engineering
",,
"Domeneghetti, Roger",57197728660,2,"Social Sciences
Business, Management and Accounting
",,
"Dolník, Michal",57201360718,1,"Social Sciences
",,
"D'Oliveira, Elisangela Jesus",57386728100,2,"Energy
Engineering
Environmental Science
",,
"Dolfing, Jan",7004307624,169,"Environmental Science
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Medicine
Agricultural and Biological Sciences
Chemical Engineering
Chemistry
Engineering
Energy
Pharmacology, Toxicology and Pharmaceutics
Earth and Planetary Sciences
Mathematics
Multidisciplinary
Physics and Astronomy
Economics, Econometrics and Finance
Materials Science
Social Sciences
",0000-0002-7220-530X,
"Dolan, Paul",55734594300,2,"Computer Science
",,
"Doherty-Sneddon, Gwyneth",6602164947,33,"Psychology
Medicine
Social Sciences
Neuroscience
Arts and Humanities
Computer Science
Engineering
Health Professions
Biochemistry, Genetics and Molecular Biology
",,
"Doherty, Rónán",57208443805,12,"Medicine
Computer Science
Nursing
Physics and Astronomy
Agricultural and Biological Sciences
Environmental Science
Engineering
Health Professions
Biochemistry, Genetics and Molecular Biology
Chemistry
Mathematics
Neuroscience
",,
"Dodson, Lee",15924981500,3,"Engineering
Energy
",,
"Dodgson, Marina",7003390144,4,"Earth and Planetary Sciences
",,
"Dodds, Lynn",57191050860,1,"Economics, Econometrics and Finance
Social Sciences
",,
"Dodds, Lyn",13103092000,2,"Engineering
Environmental Science
Social Sciences
",,
"Dodds, Jenna",57219360267,1,"Business, Management and Accounting
Social Sciences
",,
"Dodds, Christina D.",7005962457,5,"Social Sciences
Medicine
",,
"Dodd, Michael J.",7103061080,6,"Medicine
",,
"Dodd, Linzi E.",54980533700,27,"Engineering
Materials Science
Physics and Astronomy
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Computer Science
Energy
Social Sciences
Multidisciplinary
Chemistry
",,
"Dodd, Lara",57197721436,2,"Mathematics
Computer Science
Social Sciences
",,
"Dodd, Katie",56428704000,2,"Computer Science
Arts and Humanities
Social Sciences
",,
"Dodd, Fiona L.",36747556700,12,"Medicine
Nursing
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Dodd, Caroline J.",7102822657,3,"Neuroscience
Medicine
Health Professions
",,
"Dodd, Alyson Lamont",35101732000,39,"Medicine
Psychology
Arts and Humanities
Neuroscience
Environmental Science
Health Professions
Social Sciences
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Agricultural and Biological Sciences
Computer Science
",0000-0002-8872-2272,
"Dockerty, Kerry",57220189947,1,"Medicine
",,
"Docherty, Sarah",57221760817,3,"Medicine
Health Professions
Nursing
",,
"Dobson, Olivia",55240065300,1,"Health Professions
Social Sciences
",,
"Dobranskis, R. R.",56192054000,3,"Physics and Astronomy
Earth and Planetary Sciences
",,
"Do, Anh",57208533628,2,"Engineering
",,
"Djafarova, Elmira Asaydgizi",6504450281,15,"Business, Management and Accounting
Social Sciences
Computer Science
Arts and Humanities
Psychology
Economics, Econometrics and Finance
Environmental Science
Mathematics
Physics and Astronomy
",,
"Dixon, Sandra",56992306000,1,"Computer Science
",,
"Dixon, Rob",57216378903,1,"Social Sciences
",,
"Dixon, Pat",7201937879,12,"Social Sciences
Engineering
Arts and Humanities
Computer Science
",,
"Dixon, Matt",57209306669,6,"Computer Science
Medicine
Engineering
Health Professions
Decision Sciences
",,
"Dixon, Kevin",36464954700,34,"Social Sciences
Psychology
Medicine
Health Professions
Business, Management and Accounting
Multidisciplinary
",,
"Dix, Leslie R.",6603888513,22,"Chemistry
Materials Science
Physics and Astronomy
Chemical Engineering
Engineering
",,
"Ditter, Julia",57217024122,3,"Arts and Humanities
Social Sciences
",,
"Dissanayake, Madhushan",57297365400,5,"Engineering
Materials Science
",,
"Dissanayake, D. M.M.P.",57212085786,6,"Engineering
Materials Science
",,
"Disney, Tom",55844602100,23,"Social Sciences
Earth and Planetary Sciences
Psychology
Environmental Science
Medicine
",0000-0002-6080-7709,
"Ding, Zifan",57915744400,1,"Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
",,
"Ding, Yujie",57433520500,2,"Engineering
Energy
",,
"DInakaran, Ranjith K.",57202445643,5,"Computer Science
Engineering
Earth and Planetary Sciences
Mathematics
Decision Sciences
",,
"Dilaver, Özge",56072405600,17,"Computer Science
Social Sciences
Engineering
Economics, Econometrics and Finance
Energy
Earth and Planetary Sciences
Mathematics
Business, Management and Accounting
Multidisciplinary
",,
"Diggory, I. S.",6506374228,3,"Engineering
Physics and Astronomy
",,
"Dickson, Tony",36498038800,6,"Social Sciences
Biochemistry, Genetics and Molecular Biology
Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Engineering
Medicine
",,
"Dickson, Leigh Wetherall",57214945268,4,"Arts and Humanities
Social Sciences
",,
"Dickson, George D.",7103204847,2,"Physics and Astronomy
Materials Science
Chemistry
",,
"DIckinson, Kathleen",56669442000,2,"Medicine
Social Sciences
Psychology
Computer Science
",,
"Dickinson, Iain",57224821727,1,"Immunology and Microbiology
Medicine
",,
"Dickinson, C.",57197385814,1,"Medicine
Health Professions
",,
"Dickenson, Robert J.",7004879627,4,"Computer Science
Engineering
",,
"Dickens, Geoffrey L.",7005373835,126,"Medicine
Nursing
Psychology
Social Sciences
Health Professions
Neuroscience
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Arts and Humanities
Multidisciplinary
Agricultural and Biological Sciences
",0000-0002-8862-1527,
"Dick, B.",16476570800,3,"Economics, Econometrics and Finance
Mathematics
Social Sciences
",,
"Dibi, Khadidja",57225020217,1,"Physics and Astronomy
Materials Science
",,
"Dias, Eli",56310375700,2,"Engineering
Energy
Materials Science
Business, Management and Accounting
Environmental Science
",,
"Diana, N.",56178677300,1,"Energy
",,
"Diamond-Fox, Sadie",57204677709,5,"Nursing
Medicine
",,
"Di, Luo",57467853500,1,"Social Sciences
",,
"D’Hausen, Pierre Henri",57197740133,2,"Chemistry
",,
"DeWitt, Jennifer",16202360400,53,"Social Sciences
Arts and Humanities
Business, Management and Accounting
Earth and Planetary Sciences
Psychology
Mathematics
Engineering
Medicine
Biochemistry, Genetics and Molecular Biology
Chemistry
",,
"Dewière, Rémi",57212606050,7,"Social Sciences
Arts and Humanities
",0000-0002-3329-2041,
"Devulapalli, Neelima",57314983700,1,"Engineering
Computer Science
Social Sciences
",,
"Devitt, Jonathon",57193646651,1,"Computer Science
",,
"Devine, Anthony",57195133430,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Devienne, Elsa",56955671800,11,"Social Sciences
Arts and Humanities
Engineering
",0000-0002-0924-4621,
"Dever, Anthony",57447748800,1,"Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
Computer Science
",,
"Dermentzi, Eleni",57188575811,7,"Computer Science
Social Sciences
Arts and Humanities
Psychology
Economics, Econometrics and Finance
",0000-0002-6022-751X,
"Derham, Michael",6506462566,4,"Social Sciences
Arts and Humanities
",,
"Dereshev, Dmitry",57194828140,3,"Computer Science
Neuroscience
",,
"Derbyshire, Julie A.",13907844100,10,"Social Sciences
Nursing
Medicine
Health Professions
",,
"Dentith, Joseph Neil",57214218242,1,"Computer Science
",,
"Dent, Jack P.",57192836663,4,"Medicine
Health Professions
Social Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Dennison, E.",56976696000,2,"Business, Management and Accounting
Economics, Econometrics and Finance
Medicine
Psychology
Decision Sciences
",,
"Deng, Haotian",58020879200,1,"Engineering
Energy
Computer Science
Social Sciences
",,
"Denawaka, Chamila J.",56059418200,2,"Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Demonchy, D.",36858235100,1,"Materials Science
Engineering
Physics and Astronomy
",,
"Deluce, Brian",57203859633,1,"Business, Management and Accounting
",,
"Dell’Atti, Marta",57222110231,1,"Physics and Astronomy
Mathematics
",,
"Delgado Corrales, Beatriz",58075635800,1,"Immunology and Microbiology
",,
"Dele-Ajayi, Opeyemi",57188711055,18,"Computer Science
Social Sciences
Engineering
Decision Sciences
Materials Science
Multidisciplinary
Medicine
",,
"Delaney, Lesa",6701529006,2,"Social Sciences
",,
"Degnan, Abbie",57194852771,1,"Medicine
",,
"Defossez, Delphine Aurelie Laurence",57201318281,12,"Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Environmental Science
Engineering
Computer Science
",0000-0001-7285-0491,
"Defeyter, Margaret Anne",6506263967,53,"Medicine
Psychology
Social Sciences
Environmental Science
Computer Science
Neuroscience
Agricultural and Biological Sciences
Energy
Nursing
Arts and Humanities
Health Professions
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
",0000-0003-2808-523X,
"Defeyter, Greta",57203015412,1,"Psychology
",,
"Deely, Ciaran",57782586500,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Debuse, Dorothée",9843654200,26,"Medicine
Health Professions
Biochemistry, Genetics and Molecular Biology
Engineering
Nursing
Social Sciences
Computer Science
",,
"Debashi, Mohamed",57201729945,2,"Materials Science
Biochemistry, Genetics and Molecular Biology
Engineering
Agricultural and Biological Sciences
Medicine
Computer Science
",,
"Deary, Vincent",6508359704,63,"Medicine
Psychology
Neuroscience
Biochemistry, Genetics and Molecular Biology
Arts and Humanities
Nursing
Social Sciences
Health Professions
Dentistry
Multidisciplinary
Agricultural and Biological Sciences
",0000-0001-6115-9259,
"Deary, Michael Edward",6507203408,42,"Environmental Science
Chemistry
Agricultural and Biological Sciences
Medicine
Biochemistry, Genetics and Molecular Biology
Earth and Planetary Sciences
Physics and Astronomy
Materials Science
Energy
Chemical Engineering
Engineering
Social Sciences
",,
"Deans, Julia",7006323213,2,"Environmental Science
Social Sciences
Energy
",,
"Dean, John R.",7401555846,165,"Chemistry
Environmental Science
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Pharmacology, Toxicology and Pharmaceutics
Medicine
Earth and Planetary Sciences
Agricultural and Biological Sciences
Multidisciplinary
Engineering
Physics and Astronomy
Social Sciences
Immunology and Microbiology
Mathematics
Health Professions
",0000-0001-5729-356X,
"Dean, John R.",58287598600,1,"Medicine
Multidisciplinary
",,
"de Winter Hebron, Chris",37113600100,5,"Social Sciences
Mathematics
",,
"de Saez, Eileen Elliott",57042142700,1,"Business, Management and Accounting
Social Sciences
",,
"de Sá, Marcelo Martins",57203249043,5,"Business, Management and Accounting
Decision Sciences
Social Sciences
Engineering
Economics, Econometrics and Finance
Environmental Science
Computer Science
",,
"De Rydt, Jan",23008093900,22,"Earth and Planetary Sciences
Environmental Science
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemistry
Multidisciplinary
",0000-0002-2978-8706,
"De Martino, Enrico",56566564500,23,"Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Environmental Science
Physics and Astronomy
Agricultural and Biological Sciences
Health Professions
Engineering
Psychology
",0000-0003-3211-3723,
"de Felice, James",57218680375,1,"Economics, Econometrics and Finance
Social Sciences
",,
"de Cristofaro, Diletta",57195683502,8,"Arts and Humanities
Social Sciences
",,
"de Boer, Robert J.",58223158900,2,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"de Biasi, Julien",57218693610,1,"Multidisciplinary
",,
"de Abreu, Sergio F.",57214163642,2,"Engineering
Social Sciences
Computer Science
Environmental Science
",,
"Day, Joan M.",16688161300,11,"Social Sciences
Computer Science
Engineering
",,
"Day, Joan",57218001337,1,"Social Sciences
",,
"Dawson, Susan",33967576300,3,"Engineering
Materials Science
Social Sciences
",,
"Dawson, Sarah",57224635509,1,"Psychology
",,
"Dawson, Richard",57191531980,1,"Engineering
",,
"Dawson, Pamela",57194056325,28,"Medicine
Health Professions
Nursing
Social Sciences
Psychology
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
",,
"Dawson, Jordan A.",57919696000,1,"Arts and Humanities
Social Sciences
Psychology
Computer Science
",,
"Dawson, Frances",57860119400,1,"Physics and Astronomy
Chemistry
Materials Science
",,
"Dawson, Briony F.Y.",57194742974,1,"Veterinary
Social Sciences
",,
"Daws, Michael",55217451800,2,"Engineering
Arts and Humanities
",,
"Dawkins, Adam",57752225600,1,"Social Sciences
",,
"Davison, M.",7101919056,2,"",,
"Davison, Geoff",55384119300,2,"Computer Science
",,
"Davis, R. L.",57655876600,3,"Social Sciences
",,
"Davis, Belinda",57190165162,1,"Business, Management and Accounting
Medicine
Social Sciences
",,
"Davies, Sam",57222089449,2,"Medicine
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Environmental Science
",,
"Davies, Pamela Ann",55451235100,38,"Social Sciences
Psychology
Business, Management and Accounting
Economics, Econometrics and Finance
Medicine
",,
"Davies, Lisa A.",56400248000,1,"Chemistry
Physics and Astronomy
Chemical Engineering
Environmental Science
Medicine
",,
"Davies, Gemma",57190437166,11,"Social Sciences
",0000-0002-3405-9655,
"Davies, Gemma",57207191493,1,"Energy
Social Sciences
Environmental Science
Engineering
Mathematics
",,
"Davies, Emma J.",55424363700,3,"Agricultural and Biological Sciences
Medicine
Health Professions
",,
"Davies, D. Martin",55454778600,52,"Chemistry
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Physics and Astronomy
Materials Science
Agricultural and Biological Sciences
",,
"Davies, Barbara",57037877600,9,"Medicine
Nursing
",,
"Davies, Alan",57002061700,3,"Engineering
Business, Management and Accounting
Decision Sciences
",,
"Davidson, Leanne",56868199400,6,"Medicine
Nursing
Social Sciences
",,
"Davidson, Jenny",57200650038,1,"Engineering
Social Sciences
",,
"Davidson, Ian C.",37068584400,11,"Arts and Humanities
Social Sciences
Environmental Science
",0000-0002-5176-5703,
"Davidson, Gill",53163544300,6,"Social Sciences
Engineering
Economics, Econometrics and Finance
Environmental Science
",,
"Davidson, Alison",57198074482,1,"Medicine
Nursing
",,
"Davey, R.",57191105046,1,"Chemistry
Materials Science
",,
"Davenport, Carol",57192557929,13,"Social Sciences
Computer Science
Physics and Astronomy
Chemistry
",,
"Davelis, Aristeidis",57671650900,1,"Computer Science
Social Sciences
Engineering
Environmental Science
",,
"Dave, Krishani",58173387100,1,"Biochemistry, Genetics and Molecular Biology
",,
"Datta, S.",57208457758,17,"Materials Science
Physics and Astronomy
Engineering
Chemistry
",,
"Datta, Prasanta K.",24744182800,151,"Materials Science
Physics and Astronomy
Engineering
Chemistry
Chemical Engineering
Environmental Science
Medicine
Earth and Planetary Sciences
Energy
",,
