Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID,
"Taylor, Avram George",55473564100,8,"Social Sciences
Arts and Humanities
",,
"Taylor, C. T.",57042038500,1,"Business, Management and Accounting
",,
"Taylor, Carl",57194175508,1,"Chemistry
Biochemistry, Genetics and Molecular Biology
",,
"Taylor, Esme",24077365900,1,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
",,
"Taylor, Guy",57210968691,2,"Psychology
",,
"Taylor, Harvey",40661991400,1,"Health Professions
Arts and Humanities
",,
"Taylor, Helen",57016025600,1,"Social Sciences
",,
"Taylor, John L.",7405402845,102,"Medicine
Psychology
Social Sciences
Neuroscience
Biochemistry, Genetics and Molecular Biology
Health Professions
Nursing
Arts and Humanities
Economics, Econometrics and Finance
",0000-0002-2221-8524,
"Taylor, John L.",57219831783,12,"Medicine
Psychology
Social Sciences
Arts and Humanities
Nursing
Neuroscience
",,
"Taylor, Julie",57204877348,12,"Arts and Humanities
Social Sciences
",,
"Taylor, Lawrence J.",24472379100,9,"Psychology
Neuroscience
Social Sciences
Medicine
Health Professions
Biochemistry, Genetics and Molecular Biology
",,
"Taylor, Linda",57209829985,2,"Arts and Humanities
Social Sciences
",,
"Taylor, Maureen",56291831300,1,"Medicine
",,
"Taylor, Peter J.",7404774261,326,"Social Sciences
Environmental Science
Earth and Planetary Sciences
Arts and Humanities
Economics, Econometrics and Finance
Engineering
Business, Management and Accounting
Mathematics
Agricultural and Biological Sciences
Computer Science
Biochemistry, Genetics and Molecular Biology
Medicine
Physics and Astronomy
Immunology and Microbiology
Dentistry
Decision Sciences
Multidisciplinary
",,
"Taylor, Peter J.",57680396400,1,"Engineering
Arts and Humanities
Earth and Planetary Sciences
Social Sciences
",,
"Taylor, Scott",56024668500,5,"Environmental Science
Agricultural and Biological Sciences
",,
"Taylor, Steve",56336440400,15,"Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Decision Sciences
",,
"Taylor, Suzanne",57220888584,1,"Nursing
",,
"Teare, Georgia",57211963707,10,"Business, Management and Accounting
Social Sciences
Computer Science
Energy
Environmental Science
Medicine
Biochemistry, Genetics and Molecular Biology
Health Professions
",,
"Teixeira, Tiago",58075290700,1,"Social Sciences
",,
"Telford, Mark",56740543400,3,"Nursing
Social Sciences
",,
"Temesi, John",34873886600,46,"Medicine
Neuroscience
Health Professions
Biochemistry, Genetics and Molecular Biology
Nursing
Multidisciplinary
Agricultural and Biological Sciences
",,
"Tempest, Gavin D.",55891275200,18,"Psychology
Medicine
Neuroscience
Biochemistry, Genetics and Molecular Biology
Health Professions
Arts and Humanities
Social Sciences
Agricultural and Biological Sciences
",0000-0002-8550-523X,
"Tennant, Andy",56428678300,4,"Computer Science
Arts and Humanities
Social Sciences
Engineering
",,
"Tennant, Julie A.",17136062100,3,"Nursing
Medicine
",,
"Teo, Stephen",58002386200,2,"Psychology
Business, Management and Accounting
Medicine
",,
"Teo, Stephen T.T.",7004414985,99,"Business, Management and Accounting
Social Sciences
Psychology
Nursing
Medicine
Engineering
Computer Science
Economics, Econometrics and Finance
Environmental Science
Decision Sciences
Arts and Humanities
Health Professions
Multidisciplinary
",0000-0001-5025-7937,
"Tero, Alan",6507361970,1,"Computer Science
Social Sciences
Engineering
",,
"Terry, Richard",55620669800,19,"Arts and Humanities
Social Sciences
Pharmacology, Toxicology and Pharmaceutics
",,
"Tetard, David",8129002800,20,"Biochemistry, Genetics and Molecular Biology
Chemistry
Pharmacology, Toxicology and Pharmaceutics
Medicine
Materials Science
Chemical Engineering
Environmental Science
Engineering
Physics and Astronomy
Neuroscience
",0000-0002-7474-1421,
"Tewo, Garry",57220117792,1,"Medicine
",,
"Thambi-Rajah, Tr",57362379200,1,"Computer Science
Social Sciences
Engineering
Environmental Science
",,
"Thannimalai, Vignesh",57565595400,1,"Computer Science
",,
"Thavalengal, Mohammed Sanjid",58175845300,1,"Energy
Engineering
Mathematics
",,
"The Son, Tran",56418589300,1,"Computer Science
",,
"Theng Ong, Theng",57208575989,1,"Social Sciences
",,
"Theobald, Kate S.",7004627949,27,"Environmental Science
Social Sciences
Engineering
Arts and Humanities
Energy
Economics, Econometrics and Finance
Business, Management and Accounting
Chemical Engineering
Earth and Planetary Sciences
Psychology
",,
"Theodorakopoulos, Charis",57194439891,13,"Chemistry
Arts and Humanities
Materials Science
Physics and Astronomy
Social Sciences
Chemical Engineering
Computer Science
Economics, Econometrics and Finance
",,
"Thirlwell, Kirsty J.",56897753800,1,"Chemistry
",,
"Thoburn, June",57513676600,1,"Social Sciences
",,
"Thomas, Bradley",57295838900,2,"Environmental Science
Engineering
",,
"Thomas, David H.",55727341100,16,"Social Sciences
Arts and Humanities
Computer Science
Business, Management and Accounting
Engineering
",,
"Thomas, Derianna",57220205128,2,"Computer Science
Engineering
Mathematics
",,
"Thomas, James",57198922365,11,"Computer Science
Environmental Science
Earth and Planetary Sciences
Engineering
Social Sciences
Arts and Humanities
",,
"Thomas, Jennifer",57198922399,2,"Engineering
Medicine
",,
"Thomas, Judy",57198922565,2,"Arts and Humanities
Social Sciences
",,
"Thomas, Kevin",56595358300,60,"Medicine
Health Professions
Biochemistry, Genetics and Molecular Biology
Neuroscience
Nursing
Psychology
Physics and Astronomy
Multidisciplinary
Agricultural and Biological Sciences
",,
"Thomas, Lisa",57190169452,23,"Computer Science
Social Sciences
Psychology
Decision Sciences
Engineering
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
Medicine
",,
"Thomas, Martin",57223348357,1,"Social Sciences
",,
"Thomas, William",57384395800,1,"Environmental Science
Chemistry
",,
"Thompson, Alexandra",57213054314,3,"Psychology
Medicine
Multidisciplinary
",,
"Thompson, Amy R.",57402625300,1,"Medicine
Immunology and Microbiology
",,
"Thompson, Charlotte",58299667300,1,"Social Sciences
Engineering
",,
"Thompson, Dean",57218252743,1,"Medicine
Immunology and Microbiology
",,
"Thompson, Dean J.",57887664300,2,"Biochemistry, Genetics and Molecular Biology
",,
"Thompson, Emine",36503002800,27,"Social Sciences
Computer Science
Engineering
Environmental Science
Medicine
Arts and Humanities
Earth and Planetary Sciences
Mathematics
Business, Management and Accounting
Energy
",,
"Thompson, I.",55167985000,1,"",,
"Thompson, J. B.",24406832400,5,"Physics and Astronomy
Materials Science
",,
"Thompson, James R.",55730117400,2,"Social Sciences
Medicine
",,
"Thompson, Jamie",57212441128,4,"Social Sciences
Business, Management and Accounting
Veterinary
",,
"Thompson, Jonathan R.",57216379251,2,"Materials Science
Engineering
",,
"Thompson, Jonathan R.",57368344600,1,"Environmental Science
",,
"Thompson, Juliana",56182465300,21,"Medicine
Nursing
Social Sciences
Business, Management and Accounting
Earth and Planetary Sciences
Arts and Humanities
Mathematics
Psychology
",0000-0002-9390-4353,
"Thompson, Juliana",57212441428,1,"Medicine
",,
"Thompson, Lee",57195420873,3,"Medicine
Nursing
",,
"Thompson, Neill James",26636158000,10,"Social Sciences
Engineering
Business, Management and Accounting
Psychology
Medicine
Nursing
Veterinary
",,
"Thompson, Nick",57616441000,4,"Earth and Planetary Sciences
Environmental Science
Agricultural and Biological Sciences
",,
"Thompson, Rachael",57218615673,3,"Business, Management and Accounting
Medicine
Social Sciences
",,
"Thompson, Rowan G.E.",57226594754,1,"Arts and Humanities
",,
"Thompson, Ryan",57201880484,3,"Chemistry
Chemical Engineering
",,
"Thomson, Angus J.C.",57221906560,1,"Agricultural and Biological Sciences
",,
"Thomson, Becky",57382329800,2,"Engineering
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Thomson, Callum",57211454068,4,"Social Sciences
",,
"Thomson, Louise",57209285726,3,"Health Professions
Social Sciences
",,
"Thomson, Mary Elizabeth",7203012975,22,"Business, Management and Accounting
Social Sciences
Medicine
Psychology
Decision Sciences
Economics, Econometrics and Finance
Mathematics
Arts and Humanities
Nursing
Engineering
Health Professions
Computer Science
",,
"Thomson, Mary Susan",56539309700,6,"Medicine
Nursing
Environmental Science
Social Sciences
Health Professions
",,
"Thong, Yeong H.",37048118700,1,"Agricultural and Biological Sciences
Chemistry
",,
"Thorne, Frances",57196880495,1,"Medicine
Neuroscience
",,
"Thornton, Claire",57193690970,8,"Medicine
Social Sciences
Psychology
Business, Management and Accounting
Neuroscience
",,
"Thornton, Claire",57450668800,3,"Medicine
Health Professions
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
Social Sciences
",,
"Thummavichai, Kunyapat",57193057219,35,"Materials Science
Chemical Engineering
Chemistry
Energy
Physics and Astronomy
Engineering
Environmental Science
Multidisciplinary
Mathematics
Business, Management and Accounting
",0000-0003-3042-7278,
"Thummavichaia, Kunyapat",57490867400,1,"Materials Science
Chemical Engineering
",,
"Thurairajah, Niraj",56422435200,32,"Engineering
Business, Management and Accounting
Social Sciences
Environmental Science
Computer Science
Energy
Economics, Econometrics and Finance
Arts and Humanities
",0000-0003-3391-1663,
"Thurairajah, Nirooja",57224233010,8,"Engineering
Business, Management and Accounting
Arts and Humanities
Economics, Econometrics and Finance
Environmental Science
Computer Science
",,
"Thurgood, Jonathan O.",55348389500,13,"Physics and Astronomy
Earth and Planetary Sciences
",,
"Thynne, Elaine",6507474014,2,"Social Sciences
Medicine
Nursing
",,
"Tiarks, Elizabeth",57210562692,2,"Arts and Humanities
Social Sciences
",,
"Tildesley, Nicola T.J.",6507946902,6,"Pharmacology, Toxicology and Pharmaceutics
Neuroscience
Biochemistry, Genetics and Molecular Biology
Social Sciences
Medicine
Psychology
",,
"Tindall, Jess",57190759644,5,"Energy
Engineering
Environmental Science
Social Sciences
Mathematics
Medicine
",,
"Tingey, D.",36799728000,1,"Engineering
Computer Science
",,
"Tinnirello, Maurizio",57212512467,3,"Social Sciences
Computer Science
Arts and Humanities
",0000-0003-3705-5470,
"Tinoco, Maria Benlloch",57323734600,2,"Agricultural and Biological Sciences
Biochemistry, Genetics and Molecular Biology
",,
"Tinsley, Alison",57192359151,1,"Business, Management and Accounting
Medicine
Economics, Econometrics and Finance
Psychology
",,
"Tiplady, Sue",6504540494,9,"Medicine
Nursing
Business, Management and Accounting
Social Sciences
Earth and Planetary Sciences
Mathematics
",,
"Tiwari, Devendra",56259658700,41,"Materials Science
Chemistry
Energy
Physics and Astronomy
Chemical Engineering
Engineering
Medicine
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
",,
"Todd, I. A.",57189539891,1,"Social Sciences
",,
"Todd, Xanthea",58294624900,1,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",,
"Todryk, Stephen M.",7004912390,104,"Medicine
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Agricultural and Biological Sciences
Veterinary
Neuroscience
Engineering
Health Professions
Multidisciplinary
Chemical Engineering
Chemistry
Computer Science
",,
"Tomietto, Marco",25823540700,68,"Medicine
Nursing
Social Sciences
Multidisciplinary
Earth and Planetary Sciences
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
",0000-0002-3813-1490,
"Tomlinson, Helen",57191453544,1,"Social Sciences
",,
"Tomlinson, M. A.",36889537100,1,"Physics and Astronomy
Engineering
",,
"Tomlinson, W. R.",57196514635,2,"Physics and Astronomy
Chemistry
",,
"Tomlinson, William R.",7102345533,14,"Chemistry
Biochemistry, Genetics and Molecular Biology
Environmental Science
Materials Science
Immunology and Microbiology
Mathematics
",,
"Tong, Chiming",43661790000,2,"Materials Science
Chemistry
Computer Science
Chemical Engineering
",,
"Tong, Vincent C.H.",57750563300,1,"Environmental Science
Earth and Planetary Sciences
",,
"Tonks, N.",24365282300,4,"Engineering
Mathematics
",,
"Toosi, Mahdi Erfanian Nakhchi",57954963400,3,"Engineering
Energy
",,
"Torun, Ayşe Özbil",57209849879,9,"Earth and Planetary Sciences
Engineering
Mathematics
Computer Science
Social Sciences
Medicine
Psychology
",,
"Torun, Hamdi",16240112200,115,"Physics and Astronomy
Engineering
Materials Science
Medicine
Computer Science
Chemistry
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Environmental Science
Mathematics
Earth and Planetary Sciences
Decision Sciences
Multidisciplinary
Health Professions
Neuroscience
",0000-0002-7882-286X,
"Toth, Nicola",55485204700,9,"Computer Science
Psychology
Energy
Environmental Science
",,
"Tovée, Martin J.",7006608408,147,"Psychology
Medicine
Agricultural and Biological Sciences
Neuroscience
Social Sciences
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
Multidisciplinary
Mathematics
Environmental Science
Nursing
Immunology and Microbiology
Earth and Planetary Sciences
Economics, Econometrics and Finance
Dentistry
Computer Science
",0000-0001-9642-4462,
"Toward, A.",57031940400,1,"Health Professions
Medicine
",,
"Towell, J. M.",6701694561,2,"Materials Science
",,
"Tracey, Helen",55566498200,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Tree, Jonathan",57614893400,1,"Engineering
Social Sciences
",,
"Treviño Rangel, Javier",13105076700,9,"Social Sciences
Medicine
Environmental Science
Psychology
",0000-0002-0041-6300,
"Trigo Pereira, Francisca",57777312200,1,"Social Sciences
Business, Management and Accounting
",,
"Trimble, E.",57192358955,1,"Business, Management and Accounting
Economics, Econometrics and Finance
Medicine
Psychology
",,
"Tron, Steven",24723210700,1,"Engineering
",,
"Tronsgard, Barbara A.",6508217973,2,"Nursing
Computer Science
",,
"Trueman, Julie",57194836307,4,"Computer Science
Nursing
Psychology
Social Sciences
",,
"Truong, Linh Huyen",57853667500,1,"Medicine
Immunology and Microbiology
",,
"Truong, Thang V.",57209251450,2,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Chemistry
",,
"Truong, Thang V.",57672535200,1,"Immunology and Microbiology
Medicine
",,
"Tsang, Catherine",58292600700,1,"Medicine
Multidisciplinary
",,
"Tudor, Jenna",55044161300,10,"Engineering
Social Sciences
Computer Science
Business, Management and Accounting
",,
"Tudor, Kate",57211598206,2,"Social Sciences
Arts and Humanities
Medicine
Psychology
",,
"Tully, Barbara",6603256429,4,"Business, Management and Accounting
Economics, Econometrics and Finance
Social Sciences
",,
"Turkedjiev, Emil",55807138100,1,"Mathematics
",,
"Turnbull, Andrew",7201506111,1,"Computer Science
Social Sciences
Decision Sciences
",,
"Turnbull, D. A.",57198329511,1,"Environmental Science
Pharmacology, Toxicology and Pharmaceutics
",,
"Turnbull, D. T.",56959365800,1,"Business, Management and Accounting
Social Sciences
",,
"Turnbull, D. T.",57042881000,1,"Physics and Astronomy
",,
"Turnbull, Graeme",56010770700,9,"Biochemistry, Genetics and Molecular Biology
Materials Science
Pharmacology, Toxicology and Pharmaceutics
Chemistry
Chemical Engineering
Immunology and Microbiology
Medicine
Physics and Astronomy
Agricultural and Biological Sciences
",,
"Turnbull, Graeme",57841031100,1,"Chemistry
Chemical Engineering
",,
"Turnbull, Michael",58191945900,1,"Medicine
Psychology
",,
"Turner, Anna",58109698400,1,"Medicine
Neuroscience
",,
"Turner, C.",56243306200,2,"Physics and Astronomy
Materials Science
",,
"Turner, Keith",57197407725,2,"Environmental Science
Social Sciences
",,
"Turner, Lesley Anne",57223907952,1,"Social Sciences
Computer Science
Engineering
Environmental Science
",,
"Turner, Sue",57224059766,3,"Social Sciences
",,
"Turner-Daly, Beverly",57193379801,1,"Social Sciences
",,
"Tüysüz, Mehmet Fatih",36195711300,42,"Computer Science
Engineering
Materials Science
Social Sciences
Chemical Engineering
Medicine
Decision Sciences
",,
"Tweedlie, Julie",56202338800,2,"Social Sciences
Nursing
Psychology
",,
"Twentyman, P.",56613052500,1,"Medicine
Health Professions
",,
"Twist, Alexander",57188670841,2,"Immunology and Microbiology
Medicine
Pharmacology, Toxicology and Pharmaceutics
Biochemistry, Genetics and Molecular Biology
",,
"Twomey, Doireann",57202434776,1,"Medicine
Health Professions
",,
"Twomey, Lesley K.",56810964000,19,"Arts and Humanities
Social Sciences
",,
"Tygart, Amber",57219143733,1,"Biochemistry, Genetics and Molecular Biology
",,
"Tythacott, Louise",38261967600,11,"Arts and Humanities
Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
",,
"Uchenna-Egwu, Beatrice",57226887868,1,"Engineering
Energy
Business, Management and Accounting
Environmental Science
",,
"Uchida, Yuki",23104431100,2,"Social Sciences
",,
"Uchinaka, Sanae",57204185475,1,"Business, Management and Accounting
Social Sciences
",,
"Ukwu, C.",57982101000,1,"Earth and Planetary Sciences
",,
"Ulghar, Imran",57226532575,1,"Social Sciences
Computer Science
Engineering
Environmental Science
",,
"Umer, Waleed",57192916165,27,"Engineering
Business, Management and Accounting
Medicine
Computer Science
Environmental Science
Social Sciences
Physics and Astronomy
Materials Science
",0000-0003-2419-4172,
"Underwood, C. P.",7005827176,63,"Engineering
Environmental Science
Energy
Chemical Engineering
Computer Science
Mathematics
Physics and Astronomy
Earth and Planetary Sciences
Materials Science
Social Sciences
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Chemistry
",0000-0002-2877-3692,
"Unnithan, Malvika",57222504876,1,"Social Sciences
",,
"Unsal, Ibrahim",57192430282,3,"Energy
Engineering
Environmental Science
Chemical Engineering
Mathematics
",,
"Unsworth, John",7006580437,36,"Nursing
Social Sciences
Medicine
Multidisciplinary
Health Professions
",0000-0002-4150-6513,
"Unthank, Matthew G.",15048815200,19,"Chemistry
Chemical Engineering
Engineering
Materials Science
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Medicine
Energy
Physics and Astronomy
Mathematics
Multidisciplinary
",,
"Urwin, Samuel George",58251025700,2,"Medicine
",,
"Ushasree, P. M.",6602831478,17,"Physics and Astronomy
Materials Science
Chemistry
Energy
Engineering
Biochemistry, Genetics and Molecular Biology
Mathematics
",0000-0003-4485-0982,
"Usher, St John",57193931480,1,"Agricultural and Biological Sciences
Chemistry
",,
"Usherwood, Paul",53564283400,5,"Arts and Humanities
Social Sciences
",,
"Uthumange, Dinithi",57226180830,1,"Medicine
Nursing
",,
"Vadium, Indra Teja",57210318676,1,"Energy
Engineering
Mathematics
",,
"Valencia-Hernandez, Aldo",57218609485,1,"Computer Science
Arts and Humanities
",,
"Valenzuela, A.",57224693479,3,"Computer Science
Engineering
",,
"Vallance, Sarah L.",7003365157,4,"Chemistry
Arts and Humanities
",,
"van der Graaf, Peter",57197820180,13,"Medicine
Social Sciences
Health Professions
Psychology
",,
"van der Hout, Floor",57215419216,3,"Social Sciences
Arts and Humanities
",,
"van der Linden, Dirk",55179221700,72,"Computer Science
Business, Management and Accounting
Engineering
Decision Sciences
Mathematics
Social Sciences
Veterinary
Agricultural and Biological Sciences
Arts and Humanities
Psychology
Physics and Astronomy
Multidisciplinary
",0000-0002-8597-3156,
"van Hensbergen, Claudine",37098131100,10,"Arts and Humanities
Social Sciences
",,
"Van Loo, Bert",6506053343,20,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Chemistry
Immunology and Microbiology
Engineering
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Environmental Science
Medicine
Materials Science
Agricultural and Biological Sciences
",0000-0003-4253-2163,
"van Lottum, Carolyn",57199617105,1,"Nursing
",,
"Vance, Martin",57211144514,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Vanis, Michail",57202049350,6,"Computer Science
Mathematics
",,
"Vannucci, Erica",57204033499,2,"Computer Science
",,
"Vanoli, Alessandra",57190077015,20,"Medicine
Social Sciences
Nursing
Arts and Humanities
Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
Neuroscience
",,
"Varley, Peter",57202723628,26,"Business, Management and Accounting
Social Sciences
Economics, Econometrics and Finance
Health Professions
Psychology
",0000-0003-2203-8096,
"Vasenin, Mikhail",57216892475,4,"Economics, Econometrics and Finance
Multidisciplinary
",,
"Vasiliou, Christina",23500420300,19,"Computer Science
Social Sciences
Mathematics
Arts and Humanities
Psychology
Business, Management and Accounting
",,
"Vassilev, Vassil",7004365322,1,"Social Sciences
",,
"Veld, Sean N.",55560238000,1,"Psychology
Arts and Humanities
Neuroscience
",,
"Velho, Rochelle Marian",57194595260,4,"Medicine
Physics and Astronomy
Materials Science
Earth and Planetary Sciences
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
",,
"Verbaan, Sanne",55734368900,4,"Computer Science
",,
"Verger, Thibault",57556771700,1,"Energy
",,
"Vernon, Jethro",57218696453,6,"Physics and Astronomy
Engineering
Materials Science
Chemical Engineering
Computer Science
Mathematics
Decision Sciences
",,
"Viasits, T.",6505749686,2,"Engineering
Computer Science
",,
"Vickers, Emma",57214798691,5,"Psychology
Health Professions
Medicine
",,
"Vickers, Paul",7005903592,35,"Computer Science
Mathematics
Psychology
Engineering
Biochemistry, Genetics and Molecular Biology
Arts and Humanities
Social Sciences
Agricultural and Biological Sciences
Medicine
Decision Sciences
Business, Management and Accounting
Materials Science
",0000-0003-0963-5005,
"Vij, Vijay",36069774000,1,"Economics, Econometrics and Finance
Business, Management and Accounting
",,
"Vijaykumar, Santosh",26540561000,43,"Medicine
Social Sciences
Computer Science
Business, Management and Accounting
Psychology
Arts and Humanities
Nursing
Economics, Econometrics and Finance
Engineering
Agricultural and Biological Sciences
Immunology and Microbiology
Mathematics
Health Professions
Multidisciplinary
Biochemistry, Genetics and Molecular Biology
",,
"Vincent, Sharon",55774434900,15,"Social Sciences
Medicine
Nursing
Psychology
",,
"Vinkenoog, Rinke",57192594051,2,"Earth and Planetary Sciences
",,
"Vishram, S.",16070635300,1,"Medicine
",,
"Vitale, Martina",58220276600,1,"Agricultural and Biological Sciences
Medicine
Nursing
",,
"Vlasova, T.",57219151494,1,"Social Sciences
",,
"Vo, Thuc P.",57214922718,1,"Engineering
Mathematics
Materials Science
Computer Science
",,
"Vogiatzis, Ioannis",55791244500,114,"Medicine
Biochemistry, Genetics and Molecular Biology
Neuroscience
Health Professions
Computer Science
Nursing
Engineering
Chemical Engineering
Multidisciplinary
Social Sciences
Agricultural and Biological Sciences
",,
"Volkov, A. O.",11140954700,4,"Materials Science
Physics and Astronomy
",,
"Von Schantz, Malcolm",7003752814,72,"Biochemistry, Genetics and Molecular Biology
Medicine
Neuroscience
Agricultural and Biological Sciences
Multidisciplinary
Social Sciences
Immunology and Microbiology
Engineering
Psychology
Physics and Astronomy
Chemistry
",0000-0002-9911-9436,
"Voyce, Ryan",57920385900,1,"Chemistry
",,
"Wacks, Daniel H.",35738157900,24,"Physics and Astronomy
Engineering
Chemical Engineering
Energy
Chemistry
Mathematics
Earth and Planetary Sciences
Materials Science
Environmental Science
Multidisciplinary
",,
"Wade, Clare L.",57194130073,4,"Medicine
Nursing
",,
"Wade, George",7101890441,1,"Chemistry
",,
"Wade, Lindsey",57216348904,1,"Social Sciences
",,
"Wagley, Anukha",56607392000,1,"Computer Science
",,
"Wagner, C.",56526006500,1,"Medicine
",,
"Wainwright, David W.",7003842451,33,"Computer Science
Business, Management and Accounting
Social Sciences
Decision Sciences
Engineering
Economics, Econometrics and Finance
Environmental Science
Mathematics
Arts and Humanities
Medicine
",,
"Wake, Leanne M.",14833465000,20,"Earth and Planetary Sciences
Environmental Science
Social Sciences
Agricultural and Biological Sciences
Arts and Humanities
",,
"Wake, Nicola",56173901900,10,"Social Sciences
",,
"Wakelin, Delia",12784520100,5,"Medicine
Social Sciences
Neuroscience
Psychology
Health Professions
",,
"Wakelin, Derek R.",7101972246,1,"Neuroscience
Psychology
",,
"Wakil Shahzad, Muhammad",57226148530,4,"Energy
Environmental Science
Chemical Engineering
Engineering
Chemistry
",,
"Walbey, Cherokee",57195056396,2,"Medicine
Psychology
",,
"Walden, Hannah R.",25951674600,7,"Medicine
Multidisciplinary
Psychology
Neuroscience
",,
"Wales, Jill",57897144400,2,"Social Sciences
Nursing
",,
"Walker, Alan",7403907668,4,"Engineering
Computer Science
Mathematics
",,
"Walker, B.",57194936757,1,"",,
"Walker, David",56578940000,3,"Arts and Humanities
Social Sciences
",,
"Walker, Geoffrey A.",56111004100,1,"Computer Science
Social Sciences
",,
"Walker, Georgia",57848612400,1,"Nursing
Social Sciences
",,
"Walker, Johnny",55322228900,8,"Arts and Humanities
Social Sciences
",,
"Walker, Justine A.",57190193571,2,"Psychology
Social Sciences
",,
"Walker, Karen",58134886100,1,"Medicine
",,
"Walker, Samantha",57203846520,6,"Social Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Environmental Science
Medicine
",,
"Wall, Conor",57219733668,5,"Computer Science
Medicine
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Engineering
Health Professions
Business, Management and Accounting
Multidisciplinary
Social Sciences
Chemistry
",,
"Wallace, Professor Jayne",14631446700,52,"Computer Science
Social Sciences
Engineering
Arts and Humanities
Nursing
Physics and Astronomy
Multidisciplinary
Mathematics
Medicine
Psychology
Materials Science
",0000-0002-2532-3047,
"Wallage, Phillip W.",23975169200,8,"Arts and Humanities
Social Sciences
Neuroscience
",,
"Walls, Elaine",57208886056,6,"Nursing
Medicine
",,
"Walsh, Anna",20035326800,4,"Nursing
",,
"Walsh, Sara",57215354003,1,"Earth and Planetary Sciences
",,
"Walshe, Ian H.",36554862200,19,"Medicine
Biochemistry, Genetics and Molecular Biology
Nursing
Immunology and Microbiology
Health Professions
Agricultural and Biological Sciences
Social Sciences
Psychology
",,
"Walshe, Marcus",57210602862,1,"Computer Science
",,
"Walters, Julie",57204809125,6,"Computer Science
Social Sciences
Business, Management and Accounting
Mathematics
",,
"Walton, Aaron",57989315500,1,"Medicine
",,
"Walton, Christopher",57195982984,1,"Social Sciences
Environmental Science
",,
"Walton, G.",57196791300,1,"",,
"Walton, Gillian",57916232900,1,"Medicine
Nursing
",,
"Walton, J. G.",56235057900,1,"Medicine
Nursing
",,
"Walton, Lee",57883686800,1,"Medicine
",,
"Walton, William",25947073100,21,"Social Sciences
Environmental Science
Agricultural and Biological Sciences
Earth and Planetary Sciences
Multidisciplinary
",,
"Wang, Ding",57198729875,12,"Materials Science
Chemistry
Engineering
Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
",,
"Wang, Ding",57211761908,1,"Engineering
Physics and Astronomy
",,
"Wang, Ding",58246750500,1,"Materials Science
",,
"Wang, H. Z.",57202471500,1,"Multidisciplinary
",,
"Wang, Hongzhe",57824956700,1,"Engineering
Physics and Astronomy
",,
"Wang, Jialou",57223329016,1,"Business, Management and Accounting
Computer Science
",,
"Wang, Jianyu",57219626797,1,"Energy
",,
"Wang, Kezhi",55597457500,159,"Computer Science
Engineering
Mathematics
Physics and Astronomy
Decision Sciences
Materials Science
Medicine
Energy
Social Sciences
Environmental Science
Business, Management and Accounting
Biochemistry, Genetics and Molecular Biology
Chemistry
",0000-0001-8602-0800,
"Wang, Kezhi",57839819300,1,"Computer Science
Engineering
",,
"Wang, Pingfan",57219625052,4,"Computer Science
Engineering
Decision Sciences
Nursing
Mathematics
Medicine
Health Professions
",,
"Wang, Yu",56913520600,2,"Engineering
Computer Science
",,
"Wang, Yueyue",57217152341,4,"Nursing
Medicine
Agricultural and Biological Sciences
",0000-0001-9866-1496,
"Wanless, P.",6508064742,6,"Mathematics
Physics and Astronomy
Engineering
Biochemistry, Genetics and Molecular Biology
Computer Science
",,
"Ward, Brian",56051980000,15,"Social Sciences
Arts and Humanities
Engineering
Environmental Science
",,
"Ward, Gavin",54391991100,1,"Engineering
Business, Management and Accounting
Energy
Environmental Science
",,
"Ward, Lesley",55430906400,39,"Medicine
Health Professions
Nursing
Biochemistry, Genetics and Molecular Biology
Immunology and Microbiology
Multidisciplinary
Pharmacology, Toxicology and Pharmaceutics
Psychology
",,
"Ward, Susan A.",58277382200,1,"Medicine
Biochemistry, Genetics and Molecular Biology
",,
"Ward, Tony",35254262800,20,"Social Sciences
Arts and Humanities
Medicine
Environmental Science
",,
